dataset,window_idx,persona,history_length,horizon,overall_consistency,is_consistent,contradiction_rate,semantic_vs_template,num_sentences,mase,mase_first,fair_mase,coverage_pct,interval_sharpness,rst_relations,top_covariate,top_covariate_impact_pct
Weather,43,executive,512,96,0.6279100596904754,False,0.2,0.7826939821243286,5,0.8645431877116403,1.8295553100193254,0.472112166169402,87.5,0.5091402592758338,"elaboration,cause",temp_min,34.576741421251995
Weather,44,analyst,512,96,0.8289235929648081,True,0.0,0.8520885705947876,6,0.8256332128707661,0.9578958881374088,0.5426882261037826,90.625,0.4708724568287532,"elaboration,cause",temp_min,35.27246345929551
Weather,44,executive,512,96,0.5822240203619004,False,0.2,0.6724143028259277,5,0.8256332128707661,0.9578958881374088,0.5426882261037826,90.625,0.4708724568287532,"elaboration,cause",temp_min,35.27246345929551
Weather,45,analyst,512,96,0.893207141331264,True,0.0,0.8680261373519897,7,0.8000439184157445,1.4338406900437195,0.3478386319916824,89.58333333333334,0.4905506649682689,"elaboration,cause",temp_min,37.102560112882834
Weather,45,executive,512,96,0.7704620957374573,True,0.0,0.7922121286392212,5,0.8000439184157445,1.4338406900437195,0.3478386319916824,89.58333333333334,0.4905506649682689,"elaboration,cause",temp_min,37.102560112882834
Weather,46,analyst,512,96,0.8045056412617365,True,0.0,0.8689635992050171,6,0.7954014955267091,0.11502530310366813,0.20246483249932293,91.66666666666666,0.47053414018644873,"elaboration,cause",temp_min,37.22228903142253
Weather,46,executive,512,96,0.44120208751410245,False,0.4,0.7937592741107508,5,0.7954014955267091,0.11502530310366813,0.20246483249932293,91.66666666666666,0.47053414018644873,"elaboration,cause",temp_min,37.22228903142253
Weather,47,analyst,512,96,0.8556928515434266,True,0.0,0.8435417320455153,5,0.8305725141459905,0.28885132558103904,0.7089093227935918,90.625,0.45839653021650884,"elaboration,cause",temp_min,36.05497407907309
Weather,47,executive,512,96,0.7480491623282433,True,0.0,0.8470548896226221,4,0.8305725141459905,0.28885132558103904,0.7089093227935918,90.625,0.45839653021650884,"elaboration,cause",temp_min,36.05497407907309
Weather,48,analyst,512,96,0.7763670086860657,True,0.0,0.8975744247436523,6,0.8412583684365722,0.17390131998244887,0.6371791761003934,91.66666666666666,0.45623076048922234,"elaboration,cause",temp_min,36.426873391109964
